Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CashbackPerOrder,CouponPerOrder,AppHoursPerDevice,IsNewCustomer,OrdersPerMonth,CashbackPerMonth,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
3.0,1,6.0,2.0,5,3,4,21.0,1.0,1.0,2.0,138,138.0,1.0,0.4,1,0.25,34.5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0.0,3,16.0,2.0,3,1,2,13.0,0.0,1.0,2.0,147,147.0,0.0,0.6666666666666666,1,1.0,147.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
12.0,1,10.0,3.0,4,3,5,17.0,3.0,3.0,3.0,153,51.0,1.0,0.75,0,0.23076923076923078,11.76923076923077,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0.0,1,8.0,3.0,1,3,2,17.0,0.0,1.0,7.0,152,152.0,0.0,3.0,1,1.0,152.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10.0,1,14.0,4.0,4,1,4,19.0,2.0,2.0,2.0,172,86.0,1.0,1.0,0,0.18181818181818182,15.636363636363637,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5.0,1,14.0,3.0,4,5,3,13.0,4.0,4.0,13.0,168,42.0,1.0,0.75,0,0.6666666666666666,28.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9.0,1,8.0,3.0,3,4,2,12.0,0.0,1.0,0.0,114,114.0,0.0,1.0,0,0.1,11.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
5.0,1,19.0,3.0,4,1,2,12.0,7.0,9.0,6.0,184,20.444444444444443,0.7777777777777778,0.75,0,1.5,30.666666666666668,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11.0,1,14.0,4.0,4,5,7,23.0,1.0,2.0,5.0,168,84.0,0.5,1.0,0,0.16666666666666666,14.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7.0,1,8.0,3.0,5,3,3,13.0,1.0,2.0,1.0,145,72.5,0.5,0.6,0,0.25,18.125,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.0,1,21.0,3.0,4,5,1,19.0,0.0,7.0,3.0,148,21.142857142857142,0.0,0.75,1,7.0,148.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
6.0,3,14.0,2.0,3,5,3,13.0,2.0,2.0,2.0,164,82.0,1.0,0.6666666666666666,0,0.2857142857142857,23.428571428571427,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5.0,3,25.0,3.0,5,3,4,13.0,0.0,1.0,2.0,196,196.0,0.0,0.6,0,0.16666666666666666,32.666666666666664,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
29.0,1,8.0,3.0,2,1,4,14.0,1.0,2.0,1.0,272,136.0,0.5,1.5,0,0.06666666666666667,9.066666666666666,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1.0,1,7.0,4.0,5,4,3,12.0,1.0,3.0,3.0,146,48.666666666666664,0.3333333333333333,0.8,1,1.5,73.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30.0,1,24.0,3.0,3,1,7,12.0,3.0,5.0,4.0,205,41.0,0.6,1.0,0,0.16129032258064516,6.612903225806452,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
10.0,1,11.0,3.0,5,2,3,17.0,2.0,2.0,9.0,183,91.5,1.0,0.6,0,0.18181818181818182,16.636363636363637,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9.0,1,22.0,2.0,5,5,2,23.0,3.0,3.0,0.0,123,41.0,1.0,0.4,0,0.3,12.3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
28.0,1,8.0,3.0,4,1,9,20.0,1.0,1.0,4.0,127,127.0,1.0,0.75,0,0.034482758620689655,4.379310344827586,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11.0,1,6.0,3.0,4,3,10,13.0,0.0,1.0,0.0,154,154.0,0.0,0.75,0,0.08333333333333333,12.833333333333334,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
1.0,1,23.0,3.0,4,4,4,14.0,2.0,2.0,3.0,149,74.5,1.0,0.75,1,1.0,74.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0.0,1,25.0,3.0,3,2,4,11.0,1.0,1.0,2.0,137,137.0,1.0,1.0,1,1.0,137.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2.0,1,6.0,3.0,1,3,9,12.0,0.0,1.0,2.0,163,163.0,0.0,3.0,1,0.3333333333333333,54.333333333333336,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
14.0,1,9.0,4.0,5,3,8,23.0,2.0,2.0,1.0,159,79.5,1.0,0.8,0,0.13333333333333333,10.6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1,14.0,3.0,5,3,2,25.0,0.0,1.0,9.0,126,126.0,0.0,0.6,1,0.25,31.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
11.0,1,7.0,3.0,4,2,3,13.0,2.0,6.0,8.0,146,24.333333333333332,0.3333333333333333,0.75,0,0.5,12.166666666666666,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,1,14.0,2.0,3,4,1,17.0,0.0,1.0,2.0,124,124.0,0.0,0.6666666666666666,1,1.0,124.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1.0,3,19.0,3.0,2,4,3,16.0,1.0,2.0,1.0,152,76.0,0.5,1.5,1,1.0,76.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
5.0,1,17.0,3.0,4,3,6,21.0,4.0,2.0,9.0,235,117.5,2.0,0.75,0,0.3333333333333333,39.166666666666664,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
21.0,1,6.0,3.0,4,2,7,12.0,1.0,1.0,0.0,283,283.0,1.0,0.75,0,0.045454545454545456,12.863636363636363,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
8.0,1,9.0,4.0,4,3,4,12.0,2.0,2.0,3.0,165,82.5,1.0,1.0,0,0.2222222222222222,18.333333333333332,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
20.0,3,9.0,4.0,6,4,5,15.0,7.0,8.0,8.0,294,36.75,0.875,0.6666666666666666,0,0.38095238095238093,14.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
30.0,1,12.0,3.0,5,4,4,14.0,2.0,2.0,3.0,231,115.5,1.0,0.6,0,0.06451612903225806,7.451612903225806,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0.0,3,24.0,3.0,1,3,3,11.0,0.0,1.0,2.0,162,162.0,0.0,3.0,1,1.0,162.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
4.0,3,16.0,2.0,3,1,3,11.0,0.0,1.0,4.0,166,166.0,0.0,0.6666666666666666,0,0.2,33.2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,6.0,2.0,3,4,1,15.0,1.0,1.0,5.0,152,152.0,1.0,0.6666666666666666,0,0.1,15.2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
6.0,1,17.0,1.0,4,1,4,26.0,1.0,2.0,1.0,237,118.5,0.5,0.25,0,0.2857142857142857,33.857142857142854,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6.0,3,16.0,2.0,1,3,1,14.0,0.0,1.0,8.0,184,184.0,0.0,2.0,0,0.14285714285714285,26.285714285714285,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
0.0,3,15.0,3.0,4,5,4,12.0,1.0,2.0,2.0,144,72.0,0.5,0.75,1,2.0,144.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
11.0,1,7.0,3.0,5,3,3,19.0,1.0,2.0,8.0,185,92.5,0.5,0.6,0,0.16666666666666666,15.416666666666666,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6.0,1,6.0,3.0,2,3,5,19.0,1.0,1.0,5.0,262,262.0,1.0,1.5,0,0.14285714285714285,37.42857142857143,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2.0,3,11.0,2.0,4,4,2,13.0,0.0,1.0,9.0,142,142.0,0.0,0.5,1,0.3333333333333333,47.333333333333336,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
16.0,1,9.0,3.0,4,3,2,15.0,1.0,3.0,11.0,304,101.33333333333333,0.3333333333333333,0.75,0,0.17647058823529413,17.88235294117647,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
30.0,1,21.0,2.0,3,3,3,14.0,1.0,2.0,2.0,258,129.0,0.5,0.6666666666666666,0,0.06451612903225806,8.32258064516129,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
12.0,3,10.0,3.0,4,1,10,13.0,2.0,2.0,1.0,194,97.0,1.0,0.75,0,0.15384615384615385,14.923076923076923,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15.0,1,35.0,3.0,5,4,2,24.0,2.0,2.0,11.0,261,130.5,1.0,0.6,0,0.125,16.3125,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29.0,1,9.0,4.0,4,1,4,14.0,1.0,2.0,3.0,292,146.0,0.5,1.0,0,0.06666666666666667,9.733333333333333,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1.0,3,20.0,4.0,5,5,7,14.0,3.0,3.0,3.0,186,62.0,1.0,0.8,1,1.5,93.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1.0,1,11.0,3.0,4,2,3,21.0,1.0,3.0,3.0,154,51.333333333333336,0.3333333333333333,0.75,1,1.5,77.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,3,9.0,3.0,5,1,5,19.0,2.0,8.0,6.0,177,22.125,0.25,0.6,0,0.6153846153846154,13.615384615384615,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
16.0,1,9.0,4.0,5,4,6,15.0,1.0,2.0,1.0,173,86.5,0.5,0.8,0,0.11764705882352941,10.176470588235293,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
28.0,1,24.0,3.0,4,3,10,12.0,1.0,2.0,9.0,232,116.0,0.5,0.75,0,0.06896551724137931,8.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11.0,1,29.0,2.0,3,1,10,14.0,0.0,1.0,2.0,157,157.0,0.0,0.6666666666666666,0,0.08333333333333333,13.083333333333334,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9.0,3,25.0,4.0,4,5,2,17.0,1.0,2.0,5.0,25,12.5,0.5,1.0,0,0.2,2.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2.0,1,29.0,3.0,1,3,2,24.0,1.0,1.0,7.0,127,127.0,1.0,3.0,1,0.3333333333333333,42.333333333333336,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
9.0,3,6.0,3.0,4,4,2,11.0,1.0,1.0,2.0,122,122.0,1.0,0.75,0,0.1,12.2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
19.0,1,14.0,4.0,2,3,6,18.0,2.0,2.0,3.0,189,94.5,1.0,2.0,0,0.1,9.45,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
15.0,3,17.0,3.0,6,4,3,14.0,4.0,12.0,10.0,187,15.583333333333334,0.3333333333333333,0.5,0,0.75,11.6875,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15.0,3,7.0,4.0,4,5,2,18.0,1.0,2.0,8.0,166,83.0,0.5,1.0,0,0.125,10.375,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
15.0,3,16.0,4.0,4,3,5,14.0,1.0,2.0,8.0,207,103.5,0.5,1.0,0,0.125,12.9375,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
0.0,1,13.0,2.0,4,5,9,19.0,1.0,1.0,7.0,168,168.0,1.0,0.5,1,1.0,168.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1.0,1,10.0,3.0,4,3,2,20.0,2.0,2.0,3.0,167,83.5,1.0,0.75,1,1.0,83.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
25.0,1,12.0,3.0,3,5,4,12.0,2.0,6.0,9.0,156,26.0,0.3333333333333333,1.0,0,0.23076923076923078,6.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1.0,3,8.0,4.0,5,5,3,12.0,2.0,7.0,3.0,222,31.714285714285715,0.2857142857142857,0.8,1,3.5,111.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
12.0,3,8.0,3.0,5,5,6,15.0,2.0,2.0,1.0,154,77.0,1.0,0.6,0,0.15384615384615385,11.846153846153847,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,3,27.0,2.0,5,3,7,19.0,0.0,1.0,2.0,157,157.0,0.0,0.4,0,0.07692307692307693,12.076923076923077,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
14.0,2,16.0,3.0,4,2,4,15.0,1.0,12.0,6.0,291,24.25,0.08333333333333333,0.75,0,0.8,19.4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1.0,1,16.0,5.0,4,4,3,17.0,1.0,2.0,4.0,148,74.0,0.5,1.25,1,1.0,74.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1.0,1,21.0,3.0,4,2,7,14.0,1.0,2.0,5.0,149,74.5,0.5,0.75,1,1.0,74.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
4.0,1,17.0,3.0,3,5,2,12.0,0.0,1.0,1.0,168,168.0,0.0,1.0,0,0.2,33.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30.0,3,13.0,3.0,2,5,11,12.0,7.0,2.0,8.0,257,128.5,3.5,1.5,0,0.06451612903225806,8.290322580645162,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3.0,1,10.0,4.0,5,3,3,19.0,2.0,2.0,8.0,244,122.0,1.0,0.8,1,0.5,61.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
10.0,1,11.0,3.0,5,1,3,17.0,1.0,2.0,9.0,183,91.5,0.5,0.6,0,0.18181818181818182,16.636363636363637,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8.0,1,6.0,2.0,4,2,1,12.0,1.0,1.0,0.0,154,154.0,1.0,0.5,0,0.1111111111111111,17.11111111111111,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8.0,3,17.0,3.0,4,3,3,20.0,1.0,2.0,1.0,147,73.5,0.5,0.75,0,0.2222222222222222,16.333333333333332,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
12.0,1,25.0,2.0,3,1,9,14.0,0.0,2.0,2.0,139,69.5,0.0,0.6666666666666666,0,0.15384615384615385,10.692307692307692,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
28.0,1,8.0,3.0,3,4,4,18.0,1.0,1.0,3.0,210,210.0,1.0,1.0,0,0.034482758620689655,7.241379310344827,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
11.0,1,6.0,2.0,3,3,5,14.0,0.0,1.0,0.0,179,179.0,0.0,0.6666666666666666,0,0.08333333333333333,14.916666666666666,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3.0,3,31.0,2.0,3,3,8,12.0,1.0,2.0,2.0,147,73.5,0.5,0.6666666666666666,1,0.5,36.75,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
15.0,1,8.0,2.0,3,1,3,14.0,4.0,13.0,9.0,201,15.461538461538462,0.3076923076923077,0.6666666666666666,0,0.8125,12.5625,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
24.0,1,35.0,3.0,4,5,6,15.0,1.0,2.0,3.0,294,147.0,0.5,0.75,0,0.08,11.76,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0.0,1,9.0,3.0,4,3,2,17.0,1.0,1.0,0.0,132,132.0,1.0,0.75,1,1.0,132.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,3,17.0,2.0,3,1,2,18.0,0.0,7.0,7.0,177,25.285714285714285,0.0,0.6666666666666666,0,0.5384615384615384,13.615384615384615,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0.0,1,6.0,2.0,3,2,5,11.0,1.0,1.0,2.0,132,132.0,1.0,0.6666666666666666,1,1.0,132.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
8.0,1,8.0,4.0,5,5,2,21.0,1.0,5.0,10.0,178,35.6,0.2,0.8,0,0.5555555555555556,19.77777777777778,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1.0,1,9.0,3.0,4,4,3,12.0,2.0,2.0,3.0,147,73.5,1.0,0.75,1,1.0,73.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
30.0,1,6.0,3.0,3,5,4,15.0,1.0,1.0,5.0,297,297.0,1.0,1.0,0,0.03225806451612903,9.580645161290322,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5.0,1,27.0,3.0,4,3,3,12.0,1.0,2.0,3.0,167,83.5,0.5,0.75,0,0.3333333333333333,27.833333333333332,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
20.0,1,8.0,2.0,3,3,4,19.0,1.0,5.0,6.0,272,54.4,0.2,0.6666666666666666,0,0.23809523809523808,12.952380952380953,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8.0,1,8.0,2.0,3,4,6,11.0,1.0,1.0,2.0,144,144.0,1.0,0.6666666666666666,0,0.1111111111111111,16.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
26.0,1,18.0,3.0,4,3,10,21.0,2.0,2.0,5.0,156,78.0,1.0,0.75,0,0.07407407407407407,5.777777777777778,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
30.0,1,11.0,4.0,4,5,6,14.0,1.0,5.0,3.0,324,64.8,0.2,1.0,0,0.16129032258064516,10.451612903225806,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9.0,1,6.0,2.0,3,1,2,12.0,1.0,5.0,7.0,121,24.2,0.2,0.6666666666666666,0,0.5,12.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
23.0,1,29.0,4.0,4,4,5,17.0,1.0,2.0,3.0,289,144.5,0.5,1.0,0,0.08333333333333333,12.041666666666666,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
11.0,1,6.0,3.0,3,5,2,13.0,4.0,2.0,11.0,236,118.0,2.0,1.0,0,0.16666666666666666,19.666666666666668,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
15.0,1,14.0,2.0,4,4,3,15.0,7.0,7.0,7.0,149,21.285714285714285,1.0,0.5,0,0.4375,9.3125,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
10.0,3,8.0,4.0,4,3,8,14.0,2.0,2.0,1.0,193,96.5,1.0,1.0,0,0.18181818181818182,17.545454545454547,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2.0,3,8.0,3.0,3,3,2,14.0,1.0,1.0,2.0,146,146.0,1.0,1.0,1,0.3333333333333333,48.666666666666664,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
12.0,3,9.0,3.0,4,5,5,16.0,1.0,2.0,8.0,194,97.0,0.5,0.75,0,0.15384615384615385,14.923076923076923,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1,30.0,3.0,3,3,2,22.0,1.0,1.0,0.0,127,127.0,1.0,1.0,1,0.25,31.75,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8.0,3,6.0,2.0,4,5,1,14.0,1.0,2.0,8.0,143,71.5,0.5,0.5,0,0.2222222222222222,15.88888888888889,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
8.0,1,17.0,4.0,4,3,3,12.0,2.0,2.0,3.0,154,77.0,1.0,1.0,0,0.2222222222222222,17.11111111111111,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23.0,1,12.0,4.0,4,3,4,15.0,1.0,2.0,3.0,192,96.0,0.5,1.0,0,0.08333333333333333,8.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
9.0,1,12.0,2.0,3,2,1,11.0,4.0,10.0,11.0,132,13.2,0.4,0.6666666666666666,0,1.0,13.2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0.0,1,14.0,2.0,3,3,2,13.0,3.0,7.0,7.0,124,17.714285714285715,0.42857142857142855,0.6666666666666666,1,7.0,124.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
30.0,1,30.0,3.0,4,3,3,13.0,2.0,3.0,3.0,149,49.666666666666664,0.6666666666666666,0.75,0,0.0967741935483871,4.806451612903226,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
19.0,1,14.0,4.0,3,3,6,18.0,1.0,2.0,3.0,189,94.5,0.5,1.3333333333333333,0,0.1,9.45,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
16.0,3,31.0,3.0,4,1,6,13.0,1.0,1.0,0.0,208,208.0,1.0,0.75,0,0.058823529411764705,12.235294117647058,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0.0,3,14.0,2.0,3,2,1,13.0,0.0,2.0,1.0,124,62.0,0.0,0.6666666666666666,1,2.0,124.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
18.0,1,8.0,3.0,3,5,6,15.0,1.0,1.0,4.0,299,299.0,1.0,1.0,0,0.05263157894736842,15.736842105263158,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
14.0,1,15.0,3.0,3,3,3,15.0,0.0,1.0,11.0,294,294.0,0.0,1.0,0,0.06666666666666667,19.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1.0,3,20.0,4.0,4,4,3,14.0,1.0,2.0,1.0,145,72.5,0.5,1.0,1,1.0,72.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
26.0,1,13.0,4.0,4,5,5,13.0,3.0,7.0,10.0,181,25.857142857142858,0.42857142857142855,1.0,0,0.25925925925925924,6.703703703703703,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9.0,1,16.0,3.0,3,3,4,12.0,0.0,1.0,7.0,171,171.0,0.0,1.0,0,0.1,17.1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
12.0,3,9.0,4.0,6,1,4,21.0,1.0,2.0,4.0,179,89.5,0.5,0.6666666666666666,0,0.15384615384615385,13.76923076923077,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,11.0,3.0,3,5,4,17.0,1.0,2.0,3.0,153,76.5,0.5,1.0,1,1.0,76.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
9.0,1,9.0,2.0,3,3,2,13.0,1.0,1.0,0.0,114,114.0,1.0,0.6666666666666666,0,0.1,11.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
0.0,3,14.0,3.0,1,2,9,14.0,1.0,1.0,0.0,125,125.0,1.0,3.0,1,1.0,125.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.0,3,29.0,2.0,4,1,8,19.0,0.0,1.0,0.0,142,142.0,0.0,0.5,1,1.0,142.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4.0,1,13.0,3.0,5,1,2,13.0,6.0,7.0,8.0,171,24.428571428571427,0.8571428571428571,0.6,0,1.4,34.2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,1,28.0,3.0,3,3,2,15.0,5.0,6.0,7.0,162,27.0,0.8333333333333334,1.0,1,6.0,162.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
7.0,3,15.0,3.0,3,3,2,20.0,1.0,1.0,3.0,157,157.0,1.0,1.0,0,0.125,19.625,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0.0,3,15.0,3.0,5,4,2,13.0,2.0,2.0,2.0,128,64.0,1.0,0.6,1,2.0,128.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1.0,1,9.0,3.0,5,2,2,13.0,1.0,2.0,2.0,164,82.0,0.5,0.6,1,1.0,82.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
14.0,3,8.0,4.0,4,3,9,13.0,2.0,2.0,2.0,192,96.0,1.0,1.0,0,0.13333333333333333,12.8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
4.0,3,14.0,2.0,4,3,4,15.0,2.0,5.0,2.0,123,24.6,0.4,0.5,0,1.0,24.6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.0,1,10.0,2.0,3,1,2,15.0,4.0,5.0,6.0,137,27.4,0.8,0.6666666666666666,1,5.0,137.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
22.0,1,13.0,4.0,5,3,4,14.0,1.0,3.0,3.0,167,55.666666666666664,0.3333333333333333,0.8,0,0.13043478260869565,7.260869565217392,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
18.0,1,14.0,2.0,3,4,9,18.0,1.0,1.0,15.0,123,123.0,1.0,0.6666666666666666,0,0.05263157894736842,6.473684210526316,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8.0,1,8.0,3.0,4,1,1,14.0,1.0,1.0,4.0,149,149.0,1.0,0.75,0,0.1111111111111111,16.555555555555557,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17.0,2,9.0,4.0,4,1,2,14.0,2.0,2.0,9.0,160,80.0,1.0,1.0,0,0.1111111111111111,8.88888888888889,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7.0,1,32.0,3.0,5,4,3,14.0,2.0,2.0,3.0,168,84.0,1.0,0.6,0,0.25,21.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
